River,R2,m,c
Ob,0.2951915053764633,7.385659356865345,0.00012242387895156887
Yenisey,0.7543562718355626,3.4424329913655995,9.756200669521387e-05
Lena,0.5285982429537917,6.404924023000909,9.307958207645861e-05
Kolyma,0.6450684369582707,3.3134795254251523,0.00038187621841521816
Yukon,0.635344044339707,1.9040420181807676,0.0004018386753552885
Mackenzie,0.3951862184931957,3.5320301148756017,0.00010122713294255827
