River,R2,m,c
Ob,0.1999614427111419,3.2861461558157794,0.00010199549429616494
Yenisey,0.09332213004985934,3.370727251827543,0.00010398160881860095
Lena,0.48011628212145163,4.069002327536474,0.00013245186287816663
Kolyma,0.7652575906385517,2.16329526108517,0.0006996219166829747
Yukon,0.5727534091353887,3.101770697920336,0.0009145287227918629
Mackenzie,0.8692735203422902,-0.8470038612426958,0.0006697926009320851
