River,R2,m,c
Ob,0.3887040933325102,-0.05010930514951484,0.2450842711386068
Yenisey,0.7653796014031098,-1.4676479733894223,0.5158111727734588
Lena,0.40309704923336187,0.11334606891314847,0.1962203299014771
Kolyma,0.5871193793570904,-0.04898101179254233,0.2199438430849155
Yukon,0.646443609405149,-1.04384463603532,0.4543593541276284
Mackenzie,0.27816334027486145,-0.008462558473953052,0.16830410115309363
