River,R2,m,c
Ob,0.30392116145815495,0.8517837298324975,6.1502618876951885e-06
Yenisey,0.6329400718035519,0.5571497635536211,6.420011520830107e-06
Lena,0.5105819131873084,0.8093402263880037,3.7647291273444214e-06
Kolyma,0.6595941275865127,0.5443826148539199,2.552921854559705e-05
Yukon,0.6881873615201062,0.41227178282238386,2.940994130415744e-05
Mackenzie,0.3600165258725393,0.5574548068825438,8.92815226244318e-06
