River,R2,m,c
Ob,0.36350506649022096,6.993862228347465,0.00016060138033538224
Yenisey,0.6308899180005647,3.235086832768337,9.32206679854825e-05
Lena,0.3942893529995122,6.272488049779038,0.00011978708758766837
Kolyma,0.25445583529176474,3.758769357878497,0.0002937550251819435
Yukon,0.4630534707124959,2.1162288076197813,0.00040309643211585875
Mackenzie,0.37740349358188574,3.549856794530645,9.766434464763184e-05
