River,R2,m,c
Ob,0.15128361147453007,-0.46387962688370177,0.2684234635742734
Yenisey,0.29604511263870537,-2.148306811419066,0.6554741922001839
Lena,0.44137528026427053,-0.6784705522232664,0.3552652522956737
Kolyma,0.5049402435571304,-0.36469253825970593,0.29844161078037423
Yukon,0.5378484437499305,-1.6953310461799849,0.6883175607678751
Mackenzie,0.8307544519674841,-3.6727664703663456,1.1004111871695468
